rank	target_id	source_id	source_revision	source_lines	form	normalized	part_of_speech	flags	morphology	token_count	document_count	zipf	audit_flags	decision_status
117	00b296dab13cdad205085889d24d7bd9858a8d86ba2e91ee985d58fa39694a43	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1500	artkirî	artkirî	adjective	AN	po:adj					pending
118	00b3386b6fe267c38dc041514a13cc01662c0df66594009573b2bc8e40397a67	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28492	operekirin	operekirin	noun_fem	F	po:noun_fem					pending
119	00b6f713d6feedf81a6940557e7f7fc45c856e056e40d95500dcda388e80745c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21125	hêştirme	hêştirme	noun_fem	F	po:noun_fem					pending
120	00b7d53df5f6ea813ddb687e81f81718b801d75350c7c3a09302aefce93eb46c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15888	ehmeq	ehmeq	adjective	AN	po:adj					pending
121	00ba40d1ebb586f2a8fdd6e72a5b8fd89705ed1994fb37d6d399ff752a993965	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28571	otonom	otonom	adjective	AN	po:adj					pending
122	00bd86bb09a25aafec1581308b35829fe348ef49a8c65b5d2db32e2f00fea26a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42419	îcbarbûn	îcbarbûn	noun_fem	F	po:noun_fem					pending
123	00bdad5d0d00c0e05d1072d27578ad8e4835764be0168a15ecee7917f4c3fcfa	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22077	karîtekirî	karîtekirî	adjective	AN	po:adj					pending
124	00be75128d48ff2a6a53f28a542b0105f412aaf56cfddfbf94a401f28ad8b7b8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6763	bikewnî	bikewnî	noun_fem	F	po:noun_fem					pending
125	00bf3474620db7ef9701d7c989a50d47b9faf0ad2e2b284125978f59d0217799	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	41404	çavgirtinek	çavgirtinek	noun_fem	F	po:noun_fem					pending
126	00bf77e400196dd1d152b402305807f1feeb52613d8c4862f029d682c8555a87	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6067	bifeşk	bifeşk	adjective	AN	po:adj					pending
127	00bfc367d9d68849b8d6dcc5c3bc72b7372cd93fd023f41cc2231144af7997d4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	39435	xirpişîn	xirpişîn	noun_fem	F	po:noun_fem					pending
128	00c10065431ba4ca8711d1ebd7715c294678817d5aa0b4ed6f83c140c2f31203	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4324	berekarî	berekarî	noun_fem	F	po:noun_fem					pending
129	00c1413abd03fb36eb1ca4fbcd227b7f100968ae898f2d6c3586f1ce17ce6394	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27888	nikilreşî	nikilreşî	noun_fem	F	po:noun_fem					pending
130	00c4dba5a6e94381b4b392d16b6622e2a9cae9af9c77cfe4963956f0a3e07cc2	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	39996	xwîndarbûyî	xwîndarbûyî	adjective	AN	po:adj					pending
131	00c53e6358859ee88e8a621c6bd53b195369bcc9cd480f04c5feaf1f69b6d41d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40364	zaro	zaro	noun_fem_masc	FM	po:noun_fem_masc					pending
132	00c57db8cad920a8a3384eee57f6b9d8007449883bda916d22f1cea559d6a0fa	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16395	esperantoyî	esperantoyî	noun_fem	F	po:noun_fem					pending
133	00c5dde834a260a043c976676c730439dbdef0a8e1722c2fd7beef5d4e9ca77e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30793	pîşesazîkirin	pîşesazîkirin	noun_fem	F	po:noun_fem					pending
134	00c5f8fc87d349d485b54cc63686eccdf330a9dd6becdac644d9ee19d1b834ef	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	233	adet	adet	noun_fem	F	po:noun_fem					pending
135	00c7d9fb13f1ffc29fb6f67d4d53b4848e26ea271dd592edfbbc7b66454cebbe	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13995	delalîkirin	delalîkirin	noun_fem	F	po:noun_fem					pending
136	00c85aacd17f2758ad4b4eb285d24c810005f7870111b36a11a0b02ade56609a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	32255	rapêş	rapêş	adjective	AN	po:adj					pending
137	00c89425bdeee22e381d88a44aa958d79860248cfcce9673d4f0366e3d6b75c7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43583	şkest	şkest	noun_fem	F	po:noun_fem					pending
138	00c906008c529165624ec95129f60211173bbe6b78510427578e0b135d9191d6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27618	netewekirî	netewekirî	adjective	AN	po:adj					pending
139	00d004ae35e533322985a65192c58350d644f5ce49ec358010116e7815680508	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23442	kozane	kozane	adjective	AN	po:adj					pending
140	00d69b5a720be35e6fe006551015b705ef2bd22ac14e6bb26f9595ce9662f4b0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7070	bimatîjêkirinî	bimatîjêkirinî	noun_fem	F	po:noun_fem					pending
141	00d8b9afdbb081d9795a9f68279f44736a0e124103d0ad54a730c305cf8dd012	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	8574	biterzimanî	biterzimanî	noun_fem	F	po:noun_fem					pending
142	00dabe978522409e2ab7d197ad21c82b3ddff3e97686e5168c352e54f4344031	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42527	îluzyon	îluzyon	noun_fem	F	po:noun_fem					pending
143	00dd9e135986e48cd65f4e0bc2c65277824eea2ee9dc3542fd3659f4f7441375	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21343	inirrî	inirrî	adjective	AN	po:adj					pending
144	00ddd2b736298b0d932d5a7ac643592a6a3d5a9d434c8e85a78b0417ebd71561	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28470	olperestbûn	olperestbûn	noun_fem	F	po:noun_fem					pending
145	00defaa5fb6d9a93acd1201ad27c542323eda3c291d9c031f0d7b8b0ec254c5b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30345	pêgirbûyî	pêgirbûyî	adjective	AN	po:adj					pending
146	00dffbf2cc8d98a3406d03f365ecfadd88b2eaecb24f77a2a0affdb7e3e99db8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	33150	rojîbar	rojîbar	adjective	AN	po:adj					pending
147	00e0ed972ff7c040aa8f65fe1bcda3fc3aacbc29878b8d613abc6f53787b791d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16107	endustrîbûyî	endustrîbûyî	adjective	AN	po:adj					pending
148	00e0fc2f48c6801c8e6be85e8447cb0de3660f68faa981b2e0287564220e9628	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21410	isimdar	isimdar	adjective	AN	po:adj					pending
149	00e19b2572182f2d8fb6f7768a694afd8632dd9342d71f7688348cc54e3684cf	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27080	navling	navling	noun_fem	F	po:noun_fem					pending
150	00e37bc3cdea74197a5945e78a57be025b169895b69f20bd69913982f53c2106	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34940	simaq	simaq	noun_fem	F	po:noun_fem					pending
151	00e3a8e8b01cc115ea747a469b6ee9692810246f9d259c0299a2589d0bf38d10	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2130	axgiran	axgiran	adjective	AN	po:adj					pending
152	00e58ce5eadfb04a1f7e831df603fec61fced68c829ddef882af903a726e2386	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7934	biranguh	biranguh	noun_fem	F	po:noun_fem					pending
153	00e66ba9251bded29e75bf4a3ac92a487174e98a7b894605a99e3fc1881e6976	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	37125	tif	tif	noun_fem	F	po:noun_fem					pending
154	00e77d82b400262799655112f39b3ecb9b5a53558db1b500c76909a89e041890	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	594	Ajîn	ajîn	noun_fem	F	po:noun_fem					pending
155	00e7b1d338b66af377ff92890b28b4cf96160159bb087c9e4d48d69deaddaa41	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	41973	çirzink	çirzink	noun_fem	F	po:noun_fem					pending
156	00e941aa2a242b18995a20ec6ad8ac0bad6c90abe493e9df118977cfb690727b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30956	qas	qas	noun_fem	F	po:noun_fem					pending
157	00e9f023420bb23e27023de982a15a8a53e7449cbf9b74497bc1d9e966f6d748	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22055	karxezal	karxezal	noun_fem	F	po:noun_fem					pending
158	00eae6f2bb7214023025cb403d00c329f6e470237c83f3eaedf7fd98c4859fec	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18702	guhî	guhî	adjective	AN	po:adj					pending
159	00eb4cb3864d5048356144e476006a9f52f93b980668798f39044e4089c966c7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22135	kavilî	kavilî	noun_fem	F	po:noun_fem					pending
160	00ec01092d7de972abc4d989c773f496b955286cd32a2a2c721c81a9459c4ab9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	37518	trawmatîk	trawmatîk	adjective	AN	po:adj					pending
161	00ec841e03ed7133d5d09a53bdfde9b9bb817e28cf0a30dd12b09eb4ff673d3e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6587	bijanik	bijanik	noun_fem	F	po:noun_fem					pending
162	00ecf3a8adeb76287ddecf8ce42e103c8d9d89efbe8fbcd7b01f202ae858573a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3415	bazûyî	bazûyî	noun_fem	F	po:noun_fem					pending
163	00f12951284330eec10eda05451a1edc18aee38a3ce2da6034f0704afd32cfcd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13467	dabançe	dabançe	noun_fem	F	po:noun_fem					pending
164	00f414ab95f363a7d9fc2072c5a64d05c070d77f5ef3240869dc8db17ca5b6f8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42645	îsawîkirî	îsawîkirî	adjective	AN	po:adj					pending
165	00f5de298d6ff3ef9215ea4d7cfda79dafd2860ad8a1651389d1eade2bdebc35	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3245	bavkalî	bavkalî	noun_fem	F	po:noun_fem					pending
166	00f68daa41d9bf5df1fa21ad3680f08c718b9dfced9d9de754875039fac8985d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16975	fermandarkirî	fermandarkirî	adjective	AN	po:adj					pending
167	00f84bc9488a344f00b015ad69684d846e1705668540ba86a04e8515c22db424	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2084	awirtûjî	awirtûjî	noun_fem	F	po:noun_fem					pending
168	00f902d67194ac31a7d22b7d4be4e8b120518eeb84f022d3bca4e2f50a8a15ba	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12592	bînahînasî	bînahînasî	adjective	AN	po:adj					pending
169	00fb17d21cdf0b7f35ab5f18559933bd4310125b72d9997df91e9799a162d2d0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9214	biçîçikî	biçîçikî	noun_fem	F	po:noun_fem					pending
170	00fbb3b43f59eedf9c9b6d112c71bd732a47a1d2ee734aedc5b2608fb46fe702	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4290	berdirêjane	berdirêjane	adjective	AN	po:adj					pending
171	00fbd06cacc4906ca2b4134f2cbf4abdb793419db6bb0b470d49323c7d8f1a5b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9939	bêberik	bêberik	adjective	AN	po:adj					pending
172	00fc1afefdeed2b1a353af7437d34b8feb7b0f5b7692276c1919f9eacdcc9992	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1767	audîal	audîal	adjective	AN	po:adj					pending
173	00fe7e836e6f195f3b2ff902c9a221d045e4e8092d6151c703711d156c661f58	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	31771	qolanî	qolanî	noun_fem	F	po:noun_fem					pending
174	00ff8261f03cc820807bb4da6674def9ce4cefb4c43c68de45254a3c063438b9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3086	barbirin	barbirin	noun_fem	F	po:noun_fem					pending
175	0100aa4834d94bfa8ffd3ed9e561a8418272a3f001fe85b669125cf71dd1dc0a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12304	bêxulam	bêxulam	adjective	AN	po:adj					pending
176	0100c961038ac5ab552770e70eb11e13cfdbd18cfeb36702226cb759b68e7b7f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15434	dêliktî	dêliktî	adjective	AN	po:adj					pending
177	010261a75099524a43dfafba5d2b45d4f358953367bb8cb226cdbd31e5814205	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30744	pîrî	pîrî	noun_fem	F	po:noun_fem					pending
178	01031863b7f59198ce926b323b654b11494c80c6c42ffab393a0e964d82dcecd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18470	gockirî	gockirî	adjective	AN	po:adj					pending
179	0105f79e8c5aca40ad9459a2f7868ff15e8984d4979e3381170e02555ad510fd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2391	Azû	azû	noun_fem	F	po:noun_fem					pending
180	01085a68ad1afb63c284e2208990e7d5cac2741e54537f60f6fcc9c2ec560500	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11906	bêqeşa	bêqeşa	adjective	AN	po:adj					pending
181	010b36983e5d68e4aa10a089f456c330b06d4638bae0358c8e1b00995ddfcbfd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1942	avnas	avnas	noun_fem	F	po:noun_fem					pending
182	010b62a3de8373782fedecc94f15cb473fa647bc90a075b9eb598cd534ef5ce1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29321	perrû	perrû	noun_masc	M	po:noun_masc					pending
183	010ba9c8f352c7e101159745424609e43a45d48ee90905f9ea7a3328eaf07dbd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	888	alînbar	alînbar	adjective	AN	po:adj					pending
184	010bf3d40def6445314a4b3d5090eb8218a704e29f05872e6097ce178309e07c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1799	avakirin	avakirin	noun_fem	F	po:noun_fem					pending
185	010f749a4390f457fe4356cf6d66149a8fdfbbdc24f8aa81603ce8f405825911	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10078	bêbêdilîtî	bêbêdilîtî	noun_fem	F	po:noun_fem					pending
186	0110591825092b18f14b9a53ff94e441b89f746e821331a7f5fa997cce6f3b9b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42127	çênc	çênc	noun_fem	F	po:noun_fem					pending
187	0111052c8b7b810096f71d2286f097784a4e504c069f5f1f3e3981683cfcfeae	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35882	tacikî	tacikî	adjective	AN	po:adj					pending
188	01112fc03949f4badf634731b442793ddb77c0efbf7012ff8d4942307a6caf5d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	568	ajnaberî	ajnaberî	noun_fem	F	po:noun_fem					pending
189	0112aee34721b3f1262bc773eb9d109f57e3b674e08b242f41ec4de16e822f6e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43833	şûmbûyî	şûmbûyî	adjective	AN	po:adj					pending
190	01158aeebcfe604ff1dd357d13c3373568d8c0e454df25b36bef0f422c1f839e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30776	pîzag	pîzag	noun_fem	F	po:noun_fem					pending
191	0118647415357e56302c0368c93081bd0f99eca59d25984a6c09343d62d8ebb1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43338	şewişî	şewişî	adjective	AN	po:adj					pending
192	011acc7c533a2ec879b48d31e659457273b7c5f1780e8bc3e4883362226cb3b2	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17675	ganderbûyî	ganderbûyî	adjective	AN	po:adj					pending
193	011b86d6511b218cb2a2bec289b46f1d73e1db5279c7e18c380f351f570b404c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3772	belavkî	belavkî	noun_fem	F	po:noun_fem					pending
194	011c9996db20e6ceae61b0a13433e8d40f0fa9a7a28ba8ab2fed72222f29b886	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42235	çîrçîrî	çîrçîrî	adjective	AN	po:adj					pending
195	0120cc6e605b084f560d09d009815cd9f1923087f432f5d604b3acd298ce2abb	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7992	birewanbêjî	birewanbêjî	adjective	AN	po:adj					pending
196	0122a1706758753ebe45f5a1cd4b45c215e0e5e4086d25af76c877f75050c32c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30914	qan	qan	noun_fem	F	po:noun_fem					pending
197	012766f1cd12851d62228f88120e8540ab647f81d58dcd5294ec8ca4d55be0c9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10529	bêfihêt	bêfihêt	adjective	AN	po:adj					pending
198	01293375a66c5583aa03f87cdc15aa346938c44638a05585c7a4a45cb821e470	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6114	bigeniyî	bigeniyî	noun_fem	F	po:noun_fem					pending
199	012c4ec6e4aef2d262452d4a3142ab8bf2666c6fade7b3417433a3d7d454909a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29149	penc	penc	noun_fem	F	po:noun_fem					pending
200	012cc1eaf00b43165fa1004734ceceac61f9ad63cfedb21036f375b5b2f32a0b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43254	şermokebûn	şermokebûn	noun_fem	F	po:noun_fem					pending
201	012db62d13895af152e01227eb6626b78c6bfe068aa89d207bae8821253f1873	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30794	pîşesazîkirî	pîşesazîkirî	adjective	AN	po:adj					pending
202	012ebe2beb4038ecff35c73d18b2f417715e99ab20feeb278e4843464d1588d6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23795	kuzirand	kuzirand	verb	T	po:verb;is:past_stem_transitive_active;st:kuzir;lem:kuzirandin					pending
203	012f5ea1c8fcd890cb67c16da4ba5d5651fb8f13b5d8579463a5d1dff7feb789	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40637	zerkirin	zerkirin	noun_fem	F	po:noun_fem					pending
204	012f631189113a5da1be35f266ab7a0c4cac4d48758877278b7f83de1bfc2cf7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28002	niwa	niwa	noun_fem	F	po:noun_fem					pending
205	012f8b7accba84c4381fd044e8ef1c121614b897c3c8ad1c98a81a3bdd546118	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36748	terqilîn	terqilîn	noun_fem	F	po:noun_fem					pending
206	012fc3c214176e5d06c88e2bb122055de56b2ab98632892563c57d1f9234163c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18516	gorekî	gorekî	adverb	R	po:adv					pending
207	0135cc27b31b665b64ffb76ddd1c9ae334388f815c191be7a145013db03ade37	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13818	daxil	daxil	adverb	R	po:adv					pending
208	013755e8922706c121eef607749a78d8a31a58c0ac74a9f13f52bef9d6e816e9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	41574	çendanîkirî	çendanîkirî	adjective	AN	po:adj					pending
209	0137c83a2bf09808ea09546bc27f78070fc66f625d6fa54d2a97b295251dc70e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42065	çong	çong	noun_fem	F	po:noun_fem					pending
210	0138bc52d914cebabff8d32ecc21058129ca66d9b9a164cb94e11552743db6b1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42715	îxlal	îxlal	noun_fem	F	po:noun_fem					pending
211	01390c9154441834d7e0e34c2bac00a7cad3b87946522b00ed35d61c4b74f3ac	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35064	sistbûn	sistbûn	noun_fem	F	po:noun_fem					pending
212	013a4167a19e6e92165416a445fce140b94f1941b2ba56b872c7ba5af92b8efc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	33874	sebir	sebir	noun_fem	F	po:noun_fem					pending
213	013ad8aa6a356068e6d5f18a3f5b4667c59291f7d72d56dc1d110218c9983ba4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35425	sterlîn	sterlîn	noun_fem	F	po:noun_fem					pending
214	013b413ab4a7bf8c4495586bcd181bd2dc6a329a24021658249c6f3d53a9fc31	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12039	bêsaw	bêsaw	adjective	AN	po:adj					pending
215	013cb1fc4a97795136c70b7f34c41f4cafe91934b9f8e9eeb952d54946644eeb	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34726	sexbêrîkirin	sexbêrîkirin	noun_fem	F	po:noun_fem					pending
216	013d7e0103de22198431c193f60e0afee9f15f5816293aa9a078f089eb96084b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5639	bicilûberg	bicilûberg	adjective	AN	po:adj					pending
217	013e2a25ea80569636157bdf2cdd9112d3f3b10aceee3667e6b0858a6e6a6975	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	3979	bendkirinbar	bendkirinbar	adjective	AN	po:adj					pending
218	013ff210e817ee905e83b15c4b4da15e41e72c4fc3b1cdc2ed654caf71cf59c0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27785	neçarbar	neçarbar	adjective	AN	po:adj					pending
219	014114ff81e2cc4472aaf161e0a0f7652c6f76feedc443ba047d89cbe4f82f5a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30141	postevanî	postevanî	noun_fem	F	po:noun_fem					pending
220	01413e760b6d7ecc5e42329efc2f808bfe2fcebf21e1b1f26fd5656218a8733c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2423	aşik	aşik	noun_masc	M	po:noun_masc					pending
221	014251c24c08272303a30c632a1fe16825d8b1c2048bf535488513271bf936b8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11170	bêkeskirî	bêkeskirî	adjective	AN	po:adj					pending
222	0144d255723e15f839ae227cd07fa14f30b04f037d0732a534f683ded23d34db	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	42949	şarsaniyet	şarsaniyet	noun_fem	F	po:noun_fem					pending
223	014533c8814222882d0da2717d29cf10592d87eac3fac8a86d9282e6654ed2e1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25100	masîcank	masîcank	noun_fem	F	po:noun_fem					pending
224	0145615fada1043d9dcaf03c6f60d0b73b2af25a64d42b0c1840af358eae5aee	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23436	koxik	koxik	noun_fem	F	po:noun_fem					pending
225	014731302b1ed69c03058dfa1cffb031c0ad4fbff320c480a539ddb60826af67	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4605	berpayiz	berpayiz	noun_fem	F	po:noun_fem					pending
226	0149a41f6d48fb97a5e276337b2a3ba5d2c1ebb3098677206ecc3af746d046ad	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43295	şerxwazî	şerxwazî	noun_fem	F	po:noun_fem					pending
227	014ac0fd271b88171bd8b614b5ae62efc3ec33116b5300b0c17acf16e4aaf1d6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4475	berhevkirin	berhevkirin	noun_fem	F	po:noun_fem					pending
228	014adf8e0ef98e821a0c636ea3518a4bf58f1d59accf925258d3be53afabe86d	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10036	bêbiryarî	bêbiryarî	noun_fem	F	po:noun_fem					pending
229	014c651a9e523d7ef0bfb4a7ce92883b6e3d41030d14bdff66529f2c2f50dd37	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2558	babatî	babatî	noun_fem	F	po:noun_fem					pending
230	014cc6a0f0acdb8bb99d3e0a7f06c5cd76f38ca0d5147d2cecc7440e0d4a549c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	33469	rîxand	rîxand	verb	T	po:verb;is:past_stem_transitive_active;st:rîx;lem:rîxandin					pending
231	014cff55c41ad8012c6d6f149b10158bdc0001c94dfe58aa95fa40ee8ced5b40	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35340	sping	sping	noun_fem	F	po:noun_fem					pending
232	014f03318da5bc93169f7ca9549c4e22edfaa552e3337c78af620b9be4977325	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34241	serberjêrkirî	serberjêrkirî	adjective	AN	po:adj					pending
233	01589611cdbc7709cea398f4d1f3642f8e74f6c8da513a8c5bdb683cdef4d258	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34464	serkarîkirin	serkarîkirin	noun_fem	F	po:noun_fem					pending
